name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
برغرايزر,Burger Joint,"الحزم (ديراب), الرياض 14964, المملكة العربية السعودية",24.543241000000002,46.663187,Cheap,0.0,0,0,,
فوال جزيرة التوت,Breakfast Spot,المملكة العربية السعودية,24.541403,46.662527000000004,Cheap,0.0,0,0,,
cheese pie,Pizza Place,المملكة العربية السعودية,24.545154571533203,46.66460418701172,Cheap,0.0,0,0,,
شاورما العائلة,Shawarma Place,"حي بدر (ش احمد شوقي), الرياض, المملكة العربية السعودية",24.545289584936576,46.694578193691775,,37.0,21,7,8.3,45.0
dr.CAFE COFFEE (د. كيف كافيه),"Coffee Shop, Café","داخل محطة وقود (تقاطع شارع ابن تيمية مع الخليل بن أحمد), الرياض, المملكة العربية السعودية",24.543597800500606,46.692787160303624,Cheap,106.0,130,48,8.3,141.0
تسالي سمي,Burger Joint,"الرياض 14724, المملكة العربية السعودية",24.544071,46.703378,Cheap,1.0,6,0,,
Domino's Pizza,Pizza Place,"7469 Al Khalifah Al Maamoun St, Next to Hyper Panda, Badr, الرياض 14724, المملكة العربية السعودية",24.541904000000002,46.704626,Cheap,0.0,0,0,7.2,1.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,"الخليفة مأمون, الرياض, المملكة العربية السعودية",24.541738954582762,46.70425679882062,Cheap,16.0,11,0,7.4,21.0
ركن حمص زكي,"Falafel Restaurant, Fast Food Restaurant",المملكة العربية السعودية,24.54349754462433,46.69382598107221,Cheap,2.0,7,0,,
baskin robbins (باسكن روبينز),Ice Cream Shop,"الشفاء- حي بدر, الرياض 14724, المملكة العربية السعودية",24.541885999999998,46.704469,Cheap,0.0,1,0,,
بيت الفطيره الدمشقيه,Turkish Restaurant,"حي الشفاء, الرياض, المملكة العربية السعودية",24.543724615680226,46.70208228785617,Moderate,0.0,1,0,,
Awafi (عوافي),Middle Eastern Restaurant,"Al Khalil Ibn Ahmad, Badr, الرياض, المملكة العربية السعودية",24.54204,46.69520900000001,Moderate,6.0,3,3,6.6,8.0
عبدالعزيز للوجبات السريعة,Burger Joint,"حي بدر (شارع الخليل بن احمد), الرياض 14724, المملكة العربية السعودية",24.543474,46.69383,Cheap,1.0,1,0,,
فطائر بيتزا,Pizza Place,"حي بدر (ش الخليل بن احمد), الرياض, المملكة العربية السعودية",24.54315590535274,46.69282116356969,Cheap,1.0,5,3,,
فطائر النعمان,Bistro,"الرياض 14724, المملكة العربية السعودية",24.542815,46.694157000000004,,0.0,0,0,,
مخابز دانة الارياف,Bakery,"Alshafa (Ibn Taimiyah Road), الرياض 14724, المملكة العربية السعودية",24.542967,46.692285,Cheap,1.0,5,0,,
مطبخ ابو فيصل,"American Restaurant, Austrian Restaurant","الرياض 14724, المملكة العربية السعودية",24.54487,46.694567,Moderate,0.0,0,0,,
فوال الحميداني,Arepa Restaurant,المملكة العربية السعودية,24.545779,46.707594,Cheap,0.0,2,0,,
مطبخ الصحفة,Middle Eastern Restaurant,"الرياض 14724, المملكة العربية السعودية",24.544227,46.705324,Moderate,0.0,1,0,,
Chief Chef,Restaurant,"الرياض 14716, المملكة العربية السعودية",24.545451999999997,46.712665,Moderate,3.0,5,1,,
كويزنوز صب Quiznos Sub l,Deli / Bodega,"Alshifa, المملكة العربية السعودية",24.542889000000002,46.715554,Cheap,1.0,0,0,,
مخابز أسوار المشاهير,Bakery,"مخابز اسوار المشاهير, الرياض 14724, المملكة العربية السعودية",24.546347,46.710483,Cheap,5.0,3,0,,
ستار بكس,Coffee Shop,المملكة العربية السعودية,24.54234547260007,46.71185420691342,Cheap,10.0,16,0,7.4,13.0
باسكن روبنز Baskin Robbinz,Ice Cream Shop,"حي بدر (الخليفة المأمون), الرياض, المملكة العربية السعودية",24.54467413303645,46.71150085806586,Cheap,6.0,15,1,6.6,8.0
فوال أذواق الطائف,Breakfast Spot,المملكة العربية السعودية,24.544501999999998,46.714251000000004,Cheap,2.0,0,0,,
مطاعم كنوز الطائف البخاري,Afghan Restaurant,المملكة العربية السعودية,24.541211999999998,46.71398,Moderate,0.0,0,0,,
الكوخ العربي,Fast Food Restaurant,المملكة العربية السعودية,24.544828368322268,46.71163299489786,Cheap,1.0,1,1,,
فولنا,Arepa Restaurant,المملكة العربية السعودية,24.545582999999997,46.712214,Cheap,1.0,1,0,,
kitchen,Halal Restaurant,المملكة العربية السعودية,24.542351,46.728667,,0.0,2,0,,
البروستد البلدي,Fried Chicken Joint,"حي الحزم (تقاطع شارع حمزة بن عبدالمطلب مع شارع المشتل), الرياض, المملكة العربية السعودية",24.547944,46.648064,Cheap,10.0,4,5,6.7,15.0
Chili House (تشيلي هاوس),"Burger Joint, Hot Dog Joint",المملكة العربية السعودية,24.547250590386337,46.64860420197139,Cheap,17.0,31,8,7.5,24.0
shawarma nasef (شاورما ناصف),Shawarma Place,"AlMasharl St, الرياض 14964, المملكة العربية السعودية",24.547083999999998,46.648494,,0.0,5,0,,
Style Cafe,Café,"الرياض 14964, المملكة العربية السعودية",24.54704,46.648196999999996,Cheap,0.0,0,0,,
Shawarma Nasef | شاورما ناصف,Restaurant,"AlMashtal, الرياض 14964, المملكة العربية السعودية",24.547094,46.648487,Moderate,0.0,5,0,,
Dunkin' Donuts (دانكن دونتس),Donut Shop,"حي الحزم, الرياض, المملكة العربية السعودية",24.546540986099487,46.65035383033099,Cheap,92.0,149,10,8.6,109.0
فوال الطائف,Restaurant,"الحزم شارع المشتل, الرياض, المملكة العربية السعودية",24.54679853179897,46.65001852726271,Moderate,18.0,64,2,7.0,27.0
Kudu (كودو),"Fast Food Restaurant, Sandwich Place","حي الحزم (طريق حمزة بن عبدالمطلب), الرياض, المملكة العربية السعودية",24.546434321220755,46.65088011654746,Cheap,21.0,11,1,8.1,24.0
مطاعم الديرة,Arepa Restaurant,المملكة العربية السعودية,24.54679192253269,46.64986405753397,Cheap,7.0,0,1,6.7,11.0
Baskin-Robbins,Ice Cream Shop,"شارع المشتل, الرياض, المملكة العربية السعودية",24.546577008681602,46.65051450443906,Cheap,5.0,8,2,7.5,6.0
فوال رنيم الطائف,Middle Eastern Restaurant,"شارع المشتل (حي الحزم), الرياض 14964, المملكة العربية السعودية",24.546529,46.650585,Moderate,3.0,7,0,,
عالخفيف,Asian Restaurant,المملكة العربية السعودية,24.546392459717783,46.650773269719174,Moderate,11.0,16,2,7.3,14.0
مائدة الحمام,Food Court,"حي الحزم (مقابل الدوار), الرياض, المملكة العربية السعودية",24.547504,46.648879,,1.0,2,0,,
فائض الولائم,Asian Restaurant,المملكة العربية السعودية,24.54728698730469,46.65415954589844,Moderate,0.0,1,0,,
شاورما إن,Middle Eastern Restaurant,المملكة العربية السعودية,24.54532241821289,46.65229415893555,Moderate,0.0,2,0,,
مطعم الأرز اللبناني,Middle Eastern Restaurant,"حي الحزم (شارع المشتل), الرياض, المملكة العربية السعودية",24.545057023904032,46.65367259175357,Moderate,2.0,0,1,,
Astro Burger (أسترو برجر),Burger Joint,"الرياض 14964, المملكة العربية السعودية",24.54841,46.648711,Cheap,0.0,0,0,,
فلافل شامية (سلة الفطائر),Falafel Restaurant,المملكة العربية السعودية,24.54730796813965,46.64965057373047,Cheap,1.0,0,0,,
Devour,"Bakery, Café","الرياض / الحزم (شارع المشتل), الرياض 14964, المملكة العربية السعودية",24.544223000000002,46.654354999999995,Cheap,1.0,1,0,,
البرجر المشوي Grilled Burger,Burger Joint,"شارع المشتل, المملكة العربية السعودية",24.54655788987628,46.65045794350219,Cheap,4.0,1,0,5.6,8.0
سمرات للوجبات السريعه,Fast Food Restaurant,"حي الحزم (شارع المشتل), الرياض, المملكة العربية السعودية",24.545108408984714,46.65356417648989,Cheap,0.0,2,0,,
مطعم ومشويات الشام العتيقة,Middle Eastern Restaurant,"الحزم (شارع المشتل), الرياض, المملكة العربية السعودية",24.548518732241373,46.64840519428253,Moderate,1.0,1,1,,
موستاش برجر,Burger Joint,"الرياض 14964, المملكة العربية السعودية",24.5452,46.65329000000001,Cheap,0.0,1,0,,
مطعم عمو فودي,Fast Food Restaurant,"حي الحزم شارع المشتل, المملكة العربية السعودية",24.54634922076452,46.65070775479025,Cheap,1.0,3,1,,
بروستد أكشنها,Fried Chicken Joint,"الرياض 14964, المملكة العربية السعودية",24.544048,46.654702,Cheap,0.0,0,0,,
ليالي المرح,Snack Place,"شارع المشتل, الرياض 14964, المملكة العربية السعودية",24.54404,46.654709000000004,Cheap,2.0,0,0,,
البلح الذهبي,Pastry Shop,"الرياض 14964, المملكة العربية السعودية",24.542931,46.657083,,0.0,1,1,,
Dunya Restaurant,Turkish Restaurant,المملكة العربية السعودية,24.544741608598052,46.653782213778285,Moderate,2.0,1,0,5.0,10.0
N5 Caffe,Café,"الرياض 14964, المملكة العربية السعودية",24.547218,46.666022999999996,Cheap,5.0,57,0,,
Elt Cafe,"Café, Coffee Shop","الرياض 14964, المملكة العربية السعودية",24.546676,46.66594,Cheap,4.0,31,1,,
GM coffee,Café,"طريق ديراب, المملكة العربية السعودية",24.549545000000002,46.667833,Cheap,7.0,10,3,7.8,8.0
Juice Liter (لتر ونص),Juice Bar,"طريق ديراب (طريق ديراب - الخدمة), الرياض 14964, المملكة العربية السعودية",24.546825,46.666135,Cheap,2.0,6,3,,
ييتزا وفطائر تركي,Pizza Place,"حي الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",24.547553,46.666514,Cheap,0.0,1,0,,
روائع للوجبات السريعة,Fast Food Restaurant,"Dirab Road, الرياض, المملكة العربية السعودية",24.54959,46.668377,Cheap,1.0,0,0,,
روائع الحزم للخضار والفواكة والتمور,"Farmers Market, Vegetarian / Vegan Restaurant","حي الحزم (ط ديراب), الرياض, المملكة العربية السعودية",24.547183947247877,46.66623621501767,,0.0,1,1,,
Loaded Burger لودد برجر,Restaurant,"الرياض 14722, المملكة العربية السعودية",24.546844,46.66754,Moderate,0.0,0,0,,
سنابل السلام,Bakery,"حي المروة (طريق ديراب), الرياض, المملكة العربية السعودية",24.551453557669763,46.669701785273894,Cheap,16.0,3,1,7.4,23.0
ستاربكس الحزم,Café,"الرياض 14722, المملكة العربية السعودية",24.550744,46.670598999999996,Cheap,3.0,10,0,,
برقي,Burger Joint,"الحزم (طريق ديراب), الرياض 14963, المملكة العربية السعودية",24.551075,46.669694,Cheap,0.0,1,0,,
المذاق المغربي,Café,"الشفا (الامام مسلم), الرياض, المملكة العربية السعودية",24.543843994187498,46.68232559644101,Cheap,22.0,9,0,8.9,23.0
فوال ومطبق المعارض,Breakfast Spot,"الشفا (الخليل بن أحمد), الرياض, المملكة العربية السعودية",24.54663558206641,46.68849548955409,Cheap,0.0,0,0,,
FROZ (فروز),"Frozen Yogurt Shop, Ice Cream Shop","حي بدر (شارع ابن تيمية), الرياض, المملكة العربية السعودية",24.54331662450901,46.69187810278897,Cheap,107.0,74,6,9.3,114.0
Grilled Burger (البرجر المشوي),Burger Joint,"الشفا (ط ابن تيمية ش  الستين بجانب بودي ماستر), الرياض, المملكة العربية السعودية",24.54547283572929,46.69343564618803,Cheap,42.0,26,8,8.5,49.0
KFC (كنتاكي),Fried Chicken Joint,"7877 طريق ابن تيمية, الرياض 14724, المملكة العربية السعودية",24.545684846502265,46.69437021208933,Cheap,22.0,29,2,5.9,45.0
بحريه,Seafood Restaurant,"الرياض, المملكة العربية السعودية",24.545701174692887,46.69030213234437,Expensive,17.0,3,2,7.6,24.0
باسكن روبنز Baskin Robbins,Ice Cream Shop,"حي بدر (طريق ابن تيمية), الرياض 14721, المملكة العربية السعودية",24.542046,46.6907,Cheap,3.0,12,0,,
Hardee's (هارديز),Fast Food Restaurant,"حي الشفا (تقاطع ابن تيمية مع الخليل ابن احمد), المملكة العربية السعودية",24.54411103320491,46.69217016581893,Cheap,3.0,5,0,,
مطعم السلاطين للاكلات اليمنية,Restaurant,"شارع المعارض (حي الشفاء), الرياض, المملكة العربية السعودية",24.544368743896484,46.69183731079102,Moderate,3.0,6,0,,
Pizza Hut,Pizza Place,"شارع الخليل بن أحمد, الرياض, المملكة العربية السعودية",24.54671655658617,46.68913228831367,Cheap,3.0,2,0,6.5,6.0
Grilled Burger 77,Burger Joint,المملكة العربية السعودية,24.5454602111278,46.69351236035207,Cheap,8.0,10,2,7.3,10.0
